fecha,cod,prov,lng,lat,paro
2014-11,40,Segovia,-4.055,41.171,11568
2014-11,07,Castilla León,-4.397,41.835,221577
2014-11,24,León,-5.841,42.62,43924
2014-11,42,Soria,-2.589,41.621,5991
2014-10,09,Burgos,-3.586,42.367,29643
2014-10,24,León,-5.841,42.62,42946
2014-10,34,Palencia,-4.535,42.37,14117
2014-10,37,Salamanca,-6.066,40.805,33604
2014-10,40,Segovia,-4.055,41.171,11167
2014-10,42,Soria,-2.589,41.621,5787
2014-10,47,Valladolid,-4.847,41.634,46865
2014-10,49,Zamora,-5.979,41.727,17281
2014-10,05,Ávila,-4.946,40.571,16655
2014-10,07,Castilla León,-4.397,41.835,218065
2014-9,09,Burgos,-3.586,42.367,28633
2014-9,37,Salamanca,-6.066,40.805,32961
2014-9,42,Soria,-2.589,41.621,5620
2014-9,47,Valladolid,-4.847,41.634,45537
2014-9,49,Zamora,-5.979,41.727,16276
2014-9,34,Palencia,-4.535,42.37,13783
2014-9,40,Segovia,-4.055,41.171,10758
2014-9,07,Castilla León,-4.397,41.835,211524
2014-9,05,Ávila,-4.946,40.571,16305
2014-9,24,León,-5.841,42.62,41651
2014-8,05,Ávila,-4.946,40.571,16075
2014-8,09,Burgos,-3.586,42.367,28278
2014-8,34,Palencia,-4.535,42.37,13520
2014-8,42,Soria,-2.589,41.621,5448
2014-8,07,Castilla León,-4.397,41.835,211700
2014-8,24,León,-5.841,42.62,41609
2014-8,37,Salamanca,-6.066,40.805,32263
2014-8,40,Segovia,-4.055,41.171,10919
2014-8,47,Valladolid,-4.847,41.634,46982
2014-8,49,Zamora,-5.979,41.727,16606
2014-7,05,Ávila,-4.946,40.571,16358
2014-7,09,Burgos,-3.586,42.367,28340
2014-7,34,Palencia,-4.535,42.37,13796
2014-7,40,Segovia,-4.055,41.171,10989
2014-7,42,Soria,-2.589,41.621,5600
2014-7,47,Valladolid,-4.847,41.634,47150
2014-7,49,Zamora,-5.979,41.727,16831
2014-7,24,León,-5.841,42.62,42759
2014-7,37,Salamanca,-6.066,40.805,32576
2014-7,07,Castilla León,-4.397,41.835,214399
2014-6,05,Ávila,-4.946,40.571,16807
2014-6,24,León,-5.841,42.62,43385
2014-6,34,Palencia,-4.535,42.37,14329
2014-6,37,Salamanca,-6.066,40.805,32914
2014-6,49,Zamora,-5.979,41.727,17039
2014-6,07,Castilla León,-4.397,41.835,218619
2014-6,09,Burgos,-3.586,42.367,29052
2014-6,40,Segovia,-4.055,41.171,11384
2014-6,42,Soria,-2.589,41.621,5776
2014-6,47,Valladolid,-4.847,41.634,47933
2014-5,42,Soria,-2.589,41.621,6193
2014-5,34,Palencia,-4.535,42.37,14785
2014-5,47,Valladolid,-4.847,41.634,48947
2014-5,07,Castilla León,-4.397,41.835,227384
2014-5,05,Ávila,-4.946,40.571,17631
2014-5,09,Burgos,-3.586,42.367,30595
2014-5,24,León,-5.841,42.62,45086
2014-5,37,Salamanca,-6.066,40.805,34243
2014-5,40,Segovia,-4.055,41.171,11872
2014-5,49,Zamora,-5.979,41.727,18032
2014-4,24,León,-5.841,42.62,46040
2014-4,49,Zamora,-5.979,41.727,18531
2014-4,05,Ávila,-4.946,40.571,17988
2014-4,09,Burgos,-3.586,42.367,31568
2014-4,37,Salamanca,-6.066,40.805,35148
2014-4,42,Soria,-2.589,41.621,6457
2014-4,07,Castilla León,-4.397,41.835,234133
2014-4,34,Palencia,-4.535,42.37,15245
2014-4,40,Segovia,-4.055,41.171,12393
2014-4,47,Valladolid,-4.847,41.634,50763
2014-3,05,Ávila,-4.946,40.571,18469
2014-3,40,Segovia,-4.055,41.171,12731
2014-3,49,Zamora,-5.979,41.727,19124
2014-3,09,Burgos,-3.586,42.367,32101
2014-3,24,León,-5.841,42.62,47139
2014-3,07,Castilla León,-4.397,41.835,239602
2014-3,34,Palencia,-4.535,42.37,15549
2014-3,37,Salamanca,-6.066,40.805,35992
2014-3,42,Soria,-2.589,41.621,6680
2014-3,47,Valladolid,-4.847,41.634,51817
2014-2,05,Ávila,-4.946,40.571,18512
2014-2,24,León,-5.841,42.62,47313
2014-2,07,Castilla León,-4.397,41.835,241729
2014-2,34,Palencia,-4.535,42.37,15776
2014-2,42,Soria,-2.589,41.621,6848
2014-2,09,Burgos,-3.586,42.367,32308
2014-2,37,Salamanca,-6.066,40.805,35988
2014-2,40,Segovia,-4.055,41.171,13077
2014-2,47,Valladolid,-4.847,41.634,52405
2014-2,49,Zamora,-5.979,41.727,19502
2014-1,49,Zamora,-5.979,41.727,19475
2014-1,09,Burgos,-3.586,42.367,32656
2014-1,24,León,-5.841,42.62,47341
2014-1,34,Palencia,-4.535,42.37,15729
2014-1,42,Soria,-2.589,41.621,6941
2014-1,05,Ávila,-4.946,40.571,18648
2014-1,37,Salamanca,-6.066,40.805,36433
2014-1,40,Segovia,-4.055,41.171,13166
2014-1,47,Valladolid,-4.847,41.634,52550
2014-1,07,Castilla León,-4.397,41.835,242939
2013-12,09,Burgos,-3.586,42.367,31965
2013-12,24,León,-5.841,42.62,45959
2013-12,34,Palencia,-4.535,42.37,15300
2013-12,42,Soria,-2.589,41.621,6734
2013-12,49,Zamora,-5.979,41.727,18882
2013-12,05,Ávila,-4.946,40.571,18098
2013-12,40,Segovia,-4.055,41.171,12485
2013-12,07,Castilla León,-4.397,41.835,235919
2013-12,37,Salamanca,-6.066,40.805,35435
2013-12,47,Valladolid,-4.847,41.634,51061
2013-11,05,Ávila,-4.946,40.571,18406
2013-11,09,Burgos,-3.586,42.367,32253
2013-11,24,León,-5.841,42.62,46775
2013-11,34,Palencia,-4.535,42.37,15525
2013-11,37,Salamanca,-6.066,40.805,36103
2013-11,40,Segovia,-4.055,41.171,12536
2013-11,42,Soria,-2.589,41.621,6749
2013-11,47,Valladolid,-4.847,41.634,51807
2013-11,49,Zamora,-5.979,41.727,18653
2013-11,07,Castilla León,-4.397,41.835,238807
2013-10,05,Ávila,-4.946,40.571,18276
2013-10,07,Castilla León,-4.397,41.835,239596
2013-10,09,Burgos,-3.586,42.367,32493
2013-10,37,Salamanca,-6.066,40.805,36517
2013-10,40,Segovia,-4.055,41.171,12481
2013-10,42,Soria,-2.589,41.621,6757
2013-10,24,León,-5.841,42.62,46982
2013-10,34,Palencia,-4.535,42.37,15548
2013-10,47,Valladolid,-4.847,41.634,51994
2013-10,49,Zamora,-5.979,41.727,18548
2013-9,09,Burgos,-3.586,42.367,32127
2013-9,24,León,-5.841,42.62,45448
2013-9,37,Salamanca,-6.066,40.805,35395
2013-9,40,Segovia,-4.055,41.171,12364
2013-9,49,Zamora,-5.979,41.727,17961
2013-9,07,Castilla León,-4.397,41.835,233799
2013-9,05,Ávila,-4.946,40.571,17665
2013-9,34,Palencia,-4.535,42.37,15087
2013-9,47,Valladolid,-4.847,41.634,51462
2013-9,42,Soria,-2.589,41.621,6290
2013-8,09,Burgos,-3.586,42.367,31021
2013-8,24,León,-5.841,42.62,44994
2013-8,40,Segovia,-4.055,41.171,12108
2013-8,42,Soria,-2.589,41.621,6158
2013-8,49,Zamora,-5.979,41.727,17083
2013-8,05,Ávila,-4.946,40.571,17168
2013-8,47,Valladolid,-4.847,41.634,50606
2013-8,34,Palencia,-4.535,42.37,14737
2013-8,37,Salamanca,-6.066,40.805,34112
2013-8,07,Castilla León,-4.397,41.835,227987
2013-7,05,Ávila,-4.946,40.571,17236
2013-7,09,Burgos,-3.586,42.367,30891
2013-7,24,León,-5.841,42.62,45374
2013-7,37,Salamanca,-6.066,40.805,34156
2013-7,42,Soria,-2.589,41.621,6195
2013-7,47,Valladolid,-4.847,41.634,50224
2013-7,49,Zamora,-5.979,41.727,17271
2013-7,34,Palencia,-4.535,42.37,14882
2013-7,40,Segovia,-4.055,41.171,12118
2013-7,07,Castilla León,-4.397,41.835,228347
2013-6,05,Ávila,-4.946,40.571,17840
2013-6,24,León,-5.841,42.62,46202
2013-6,34,Palencia,-4.535,42.37,15214
2013-6,37,Salamanca,-6.066,40.805,34565
2013-6,42,Soria,-2.589,41.621,6452
2013-6,47,Valladolid,-4.847,41.634,51304
2013-6,07,Castilla León,-4.397,41.835,233912
2013-6,40,Segovia,-4.055,41.171,12562
2013-6,49,Zamora,-5.979,41.727,17946
2013-6,09,Burgos,-3.586,42.367,31827
2013-5,40,Segovia,-4.055,41.171,13107
2013-5,47,Valladolid,-4.847,41.634,52913
2013-5,37,Salamanca,-6.066,40.805,36175
2013-5,49,Zamora,-5.979,41.727,18806
2013-5,07,Castilla León,-4.397,41.835,244089
2013-5,05,Ávila,-4.946,40.571,18802
2013-5,09,Burgos,-3.586,42.367,33268
2013-5,24,León,-5.841,42.62,48312
2013-5,34,Palencia,-4.535,42.37,15847
2013-5,42,Soria,-2.589,41.621,6859
2013-4,09,Burgos,-3.586,42.367,33814
2013-4,24,León,-5.841,42.62,49052
2013-4,34,Palencia,-4.535,42.37,16188
2013-4,40,Segovia,-4.055,41.171,13328
2013-4,49,Zamora,-5.979,41.727,19271
2013-4,42,Soria,-2.589,41.621,7013
2013-4,05,Ávila,-4.946,40.571,19211
2013-4,37,Salamanca,-6.066,40.805,36830
2013-4,47,Valladolid,-4.847,41.634,54138
2013-4,07,Castilla León,-4.397,41.835,248845
2013-3,09,Burgos,-3.586,42.367,33614
2013-3,34,Palencia,-4.535,42.37,16299
2013-3,40,Segovia,-4.055,41.171,13342
2013-3,47,Valladolid,-4.847,41.634,54008
2013-3,49,Zamora,-5.979,41.727,19374
2013-3,07,Castilla León,-4.397,41.835,249405
2013-3,05,Ávila,-4.946,40.571,19475
2013-3,24,León,-5.841,42.62,48984
2013-3,37,Salamanca,-6.066,40.805,37237
2013-3,42,Soria,-2.589,41.621,7072
2013-2,09,Burgos,-3.586,42.367,33829
2013-2,40,Segovia,-4.055,41.171,13286
2013-2,07,Castilla León,-4.397,41.835,250364
2013-2,05,Ávila,-4.946,40.571,19596
2013-2,34,Palencia,-4.535,42.37,16432
2013-2,37,Salamanca,-6.066,40.805,37615
2013-2,42,Soria,-2.589,41.621,7160
2013-2,49,Zamora,-5.979,41.727,19729
2013-2,24,León,-5.841,42.62,48939
2013-2,47,Valladolid,-4.847,41.634,53778
2013-1,09,Burgos,-3.586,42.367,33383
2013-1,34,Palencia,-4.535,42.37,16218
2013-1,37,Salamanca,-6.066,40.805,37059
2013-1,47,Valladolid,-4.847,41.634,53112
2013-1,40,Segovia,-4.055,41.171,13052
2013-1,42,Soria,-2.589,41.621,7020
2013-1,07,Castilla León,-4.397,41.835,245877
2013-1,05,Ávila,-4.946,40.571,19194
2013-1,24,León,-5.841,42.62,47514
2013-1,49,Zamora,-5.979,41.727,19325
2012-12,09,Burgos,-3.586,42.367,32090
2012-12,34,Palencia,-4.535,42.37,15728
2012-12,40,Segovia,-4.055,41.171,12418
2012-12,07,Castilla León,-4.397,41.835,237259
2012-12,37,Salamanca,-6.066,40.805,35850
2012-12,42,Soria,-2.589,41.621,6742
2012-12,05,Ávila,-4.946,40.571,18489
2012-12,24,León,-5.841,42.62,45918
2012-12,47,Valladolid,-4.847,41.634,51201
2012-12,49,Zamora,-5.979,41.727,18823
2012-11,05,Ávila,-4.946,40.571,18739
2012-11,09,Burgos,-3.586,42.367,32088
2012-11,34,Palencia,-4.535,42.37,15824
2012-11,37,Salamanca,-6.066,40.805,36071
2012-11,40,Segovia,-4.055,41.171,12391
2012-11,47,Valladolid,-4.847,41.634,52650
2012-11,49,Zamora,-5.979,41.727,18852
2012-11,07,Castilla León,-4.397,41.835,239867
2012-11,24,León,-5.841,42.62,46625
2012-11,42,Soria,-2.589,41.621,6627
2012-10,24,León,-5.841,42.62,45830
2012-10,42,Soria,-2.589,41.621,6444
2012-10,47,Valladolid,-4.847,41.634,51439
2012-10,09,Burgos,-3.586,42.367,32084
2012-10,37,Salamanca,-6.066,40.805,35899
2012-10,05,Ávila,-4.946,40.571,17974
2012-10,34,Palencia,-4.535,42.37,15396
2012-10,40,Segovia,-4.055,41.171,12134
2012-10,49,Zamora,-5.979,41.727,18169
2012-10,07,Castilla León,-4.397,41.835,235369
2012-9,05,Ávila,-4.946,40.571,17414
2012-9,34,Palencia,-4.535,42.37,14656
2012-9,37,Salamanca,-6.066,40.805,34539
2012-9,42,Soria,-2.589,41.621,6096
2012-9,47,Valladolid,-4.847,41.634,49467
2012-9,09,Burgos,-3.586,42.367,30503
2012-9,40,Segovia,-4.055,41.171,11593
2012-9,49,Zamora,-5.979,41.727,17181
2012-9,24,León,-5.841,42.62,43536
2012-9,07,Castilla León,-4.397,41.835,224985
2012-8,34,Palencia,-4.535,42.37,13985
2012-8,40,Segovia,-4.055,41.171,11201
2012-8,09,Burgos,-3.586,42.367,29376
2012-8,24,León,-5.841,42.62,42288
2012-8,37,Salamanca,-6.066,40.805,33079
2012-8,47,Valladolid,-4.847,41.634,48991
2012-8,07,Castilla León,-4.397,41.835,218373
2012-8,05,Ávila,-4.946,40.571,16809
2012-8,42,Soria,-2.589,41.621,5790
2012-8,49,Zamora,-5.979,41.727,16854
2012-7,05,Ávila,-4.946,40.571,16821
2012-7,34,Palencia,-4.535,42.37,13943
2012-7,37,Salamanca,-6.066,40.805,32724
2012-7,42,Soria,-2.589,41.621,5775
2012-7,47,Valladolid,-4.847,41.634,48316
2012-7,49,Zamora,-5.979,41.727,16681
2012-7,09,Burgos,-3.586,42.367,29045
2012-7,24,León,-5.841,42.62,42055
2012-7,40,Segovia,-4.055,41.171,11134
2012-7,07,Castilla León,-4.397,41.835,216494
2012-6,05,Ávila,-4.946,40.571,17319
2012-6,09,Burgos,-3.586,42.367,29329
2012-6,24,León,-5.841,42.62,42449
2012-6,37,Salamanca,-6.066,40.805,33260
2012-6,47,Valladolid,-4.847,41.634,48988
2012-6,49,Zamora,-5.979,41.727,17119
2012-6,40,Segovia,-4.055,41.171,11491
2012-6,34,Palencia,-4.535,42.37,14207
2012-6,42,Soria,-2.589,41.621,5976
2012-6,07,Castilla León,-4.397,41.835,220138
2012-5,05,Ávila,-4.946,40.571,18133
2012-5,37,Salamanca,-6.066,40.805,34843
2012-5,49,Zamora,-5.979,41.727,17890
2012-5,47,Valladolid,-4.847,41.634,50354
2012-5,07,Castilla León,-4.397,41.835,229353
2012-5,09,Burgos,-3.586,42.367,30808
2012-5,24,León,-5.841,42.62,44138
2012-5,34,Palencia,-4.535,42.37,14546
2012-5,40,Segovia,-4.055,41.171,12156
2012-5,42,Soria,-2.589,41.621,6485
2012-4,05,Ávila,-4.946,40.571,18034
2012-4,47,Valladolid,-4.847,41.634,51026
2012-4,07,Castilla León,-4.397,41.835,231244
2012-4,24,León,-5.841,42.62,44468
2012-4,37,Salamanca,-6.066,40.805,34906
2012-4,40,Segovia,-4.055,41.171,12514
2012-4,42,Soria,-2.589,41.621,6522
2012-4,09,Burgos,-3.586,42.367,31122
2012-4,34,Palencia,-4.535,42.37,14562
2012-4,49,Zamora,-5.979,41.727,18090
2012-3,24,León,-5.841,42.62,44146
2012-3,34,Palencia,-4.535,42.37,14394
2012-3,05,Ávila,-4.946,40.571,17920
2012-3,40,Segovia,-4.055,41.171,12428
2012-3,42,Soria,-2.589,41.621,6535
2012-3,47,Valladolid,-4.847,41.634,50398
2012-3,49,Zamora,-5.979,41.727,17953
2012-3,09,Burgos,-3.586,42.367,31063
2012-3,37,Salamanca,-6.066,40.805,34728
2012-3,07,Castilla León,-4.397,41.835,229565
2012-2,05,Ávila,-4.946,40.571,17676
2012-2,24,León,-5.841,42.62,43460
2012-2,47,Valladolid,-4.847,41.634,49429
2012-2,07,Castilla León,-4.397,41.835,226084
2012-2,09,Burgos,-3.586,42.367,30745
2012-2,37,Salamanca,-6.066,40.805,34456
2012-2,42,Soria,-2.589,41.621,6315
2012-2,49,Zamora,-5.979,41.727,17720
2012-2,34,Palencia,-4.535,42.37,14079
2012-2,40,Segovia,-4.055,41.171,12204
2012-1,24,León,-5.841,42.62,42369
2012-1,07,Castilla León,-4.397,41.835,219859
2012-1,05,Ávila,-4.946,40.571,17150
2012-1,34,Palencia,-4.535,42.37,13799
2012-1,37,Salamanca,-6.066,40.805,33661
2012-1,42,Soria,-2.589,41.621,6030
2012-1,47,Valladolid,-4.847,41.634,47864
2012-1,49,Zamora,-5.979,41.727,17425
2012-1,09,Burgos,-3.586,42.367,29708
2012-1,40,Segovia,-4.055,41.171,11853
2011-12,05,Ávila,-4.946,40.571,16293
2011-12,24,León,-5.841,42.62,40001
2011-12,34,Palencia,-4.535,42.37,13020
2011-12,47,Valladolid,-4.847,41.634,45422
2011-12,09,Burgos,-3.586,42.367,28011
2011-12,37,Salamanca,-6.066,40.805,32134
2011-12,40,Segovia,-4.055,41.171,11229
2011-12,42,Soria,-2.589,41.621,5856
2011-12,49,Zamora,-5.979,41.727,16509
2011-12,07,Castilla León,-4.397,41.835,208475
2011-11,05,Ávila,-4.946,40.571,15916
2011-11,09,Burgos,-3.586,42.367,27109
2011-11,24,León,-5.841,42.62,39401
2011-11,37,Salamanca,-6.066,40.805,31700
2011-11,40,Segovia,-4.055,41.171,10853
2011-11,07,Castilla León,-4.397,41.835,203568
2011-11,34,Palencia,-4.535,42.37,12619
2011-11,47,Valladolid,-4.847,41.634,44566
2011-11,42,Soria,-2.589,41.621,5421
2011-11,49,Zamora,-5.979,41.727,15983
2011-10,05,Ávila,-4.946,40.571,15822
2011-10,24,León,-5.841,42.62,38727
2011-10,40,Segovia,-4.055,41.171,10331
2011-10,07,Castilla León,-4.397,41.835,199934
2011-10,09,Burgos,-3.586,42.367,26417
2011-10,34,Palencia,-4.535,42.37,12518
2011-10,37,Salamanca,-6.066,40.805,30967
2011-10,42,Soria,-2.589,41.621,5343
2011-10,47,Valladolid,-4.847,41.634,43904
2011-10,49,Zamora,-5.979,41.727,15905
2011-9,09,Burgos,-3.586,42.367,25159
2011-9,37,Salamanca,-6.066,40.805,30375
2011-9,47,Valladolid,-4.847,41.634,41731
2011-9,40,Segovia,-4.055,41.171,9816
2011-9,07,Castilla León,-4.397,41.835,191675
2011-9,05,Ávila,-4.946,40.571,15450
2011-9,24,León,-5.841,42.62,37406
2011-9,34,Palencia,-4.535,42.37,11976
2011-9,42,Soria,-2.589,41.621,5083
2011-9,49,Zamora,-5.979,41.727,14679
2011-8,05,Ávila,-4.946,40.571,14267
2011-8,24,León,-5.841,42.62,35925
2011-8,37,Salamanca,-6.066,40.805,28708
2011-8,09,Burgos,-3.586,42.367,24519
2011-8,40,Segovia,-4.055,41.171,9542
2011-8,42,Soria,-2.589,41.621,4682
2011-8,47,Valladolid,-4.847,41.634,41166
2011-8,49,Zamora,-5.979,41.727,14287
2011-8,07,Castilla León,-4.397,41.835,184419
2011-8,34,Palencia,-4.535,42.37,11323
2011-7,05,Ávila,-4.946,40.571,13924
2011-7,09,Burgos,-3.586,42.367,24180
2011-7,37,Salamanca,-6.066,40.805,27982
2011-7,40,Segovia,-4.055,41.171,9206
2011-7,42,Soria,-2.589,41.621,4701
2011-7,07,Castilla León,-4.397,41.835,180902
2011-7,24,León,-5.841,42.62,35608
2011-7,34,Palencia,-4.535,42.37,11312
2011-7,47,Valladolid,-4.847,41.634,39990
2011-7,49,Zamora,-5.979,41.727,13999
2011-6,24,León,-5.841,42.62,36449
2011-6,37,Salamanca,-6.066,40.805,28424
2011-6,40,Segovia,-4.055,41.171,9541
2011-6,47,Valladolid,-4.847,41.634,41357
2011-6,34,Palencia,-4.535,42.37,11553
2011-6,49,Zamora,-5.979,41.727,14367
2011-6,05,Ávila,-4.946,40.571,14509
2011-6,09,Burgos,-3.586,42.367,24888
2011-6,42,Soria,-2.589,41.621,4829
2011-6,07,Castilla León,-4.397,41.835,185917
2011-5,05,Ávila,-4.946,40.571,15040
2011-5,37,Salamanca,-6.066,40.805,30298
2011-5,07,Castilla León,-4.397,41.835,195039
2011-5,40,Segovia,-4.055,41.171,10239
2011-5,42,Soria,-2.589,41.621,5163
2011-5,49,Zamora,-5.979,41.727,14950
2011-5,09,Burgos,-3.586,42.367,26104
2011-5,24,León,-5.841,42.62,38278
2011-5,34,Palencia,-4.535,42.37,12185
2011-5,47,Valladolid,-4.847,41.634,42782
2011-4,05,Ávila,-4.946,40.571,15256
2011-4,37,Salamanca,-6.066,40.805,30686
2011-4,40,Segovia,-4.055,41.171,10556
2011-4,07,Castilla León,-4.397,41.835,199580
2011-4,09,Burgos,-3.586,42.367,26950
2011-4,24,León,-5.841,42.62,39029
2011-4,34,Palencia,-4.535,42.37,12445
2011-4,42,Soria,-2.589,41.621,5337
2011-4,47,Valladolid,-4.847,41.634,43961
2011-4,49,Zamora,-5.979,41.727,15360
2011-3,05,Ávila,-4.946,40.571,15509
2011-3,09,Burgos,-3.586,42.367,27385
2011-3,40,Segovia,-4.055,41.171,10833
2011-3,49,Zamora,-5.979,41.727,15848
2011-3,34,Palencia,-4.535,42.37,13044
2011-3,42,Soria,-2.589,41.621,5575
2011-3,07,Castilla León,-4.397,41.835,203586
2011-3,24,León,-5.841,42.62,39902
2011-3,37,Salamanca,-6.066,40.805,30990
2011-3,47,Valladolid,-4.847,41.634,44500
2011-2,24,León,-5.841,42.62,39893
2011-2,34,Palencia,-4.535,42.37,13198
2011-2,09,Burgos,-3.586,42.367,27535
2011-2,37,Salamanca,-6.066,40.805,31372
2011-2,40,Segovia,-4.055,41.171,10895
2011-2,49,Zamora,-5.979,41.727,15772
2011-2,07,Castilla León,-4.397,41.835,205006
2011-2,05,Ávila,-4.946,40.571,16075
2011-2,42,Soria,-2.589,41.621,5556
2011-2,47,Valladolid,-4.847,41.634,44710
2011-1,09,Burgos,-3.586,42.367,27158
2011-1,34,Palencia,-4.535,42.37,13015
2011-1,37,Salamanca,-6.066,40.805,31443
2011-1,40,Segovia,-4.055,41.171,10786
2011-1,42,Soria,-2.589,41.621,5714
2011-1,47,Valladolid,-4.847,41.634,44355
2011-1,49,Zamora,-5.979,41.727,16127
2011-1,05,Ávila,-4.946,40.571,15914
2011-1,07,Castilla León,-4.397,41.835,204266
2011-1,24,León,-5.841,42.62,39754
2010-12,24,León,-5.841,42.62,37956
2010-12,37,Salamanca,-6.066,40.805,30134
2010-12,40,Segovia,-4.055,41.171,9965
2010-12,42,Soria,-2.589,41.621,5344
2010-12,49,Zamora,-5.979,41.727,15388
2010-12,09,Burgos,-3.586,42.367,25925
2010-12,34,Palencia,-4.535,42.37,12432
2010-12,07,Castilla León,-4.397,41.835,194609
2010-12,05,Ávila,-4.946,40.571,14985
2010-12,47,Valladolid,-4.847,41.634,42480
2010-11,24,León,-5.841,42.62,36913
2010-11,49,Zamora,-5.979,41.727,14763
2010-11,37,Salamanca,-6.066,40.805,29596
2010-11,40,Segovia,-4.055,41.171,9471
2010-11,07,Castilla León,-4.397,41.835,188915
2010-11,05,Ávila,-4.946,40.571,14464
2010-11,09,Burgos,-3.586,42.367,25443
2010-11,34,Palencia,-4.535,42.37,11899
2010-11,42,Soria,-2.589,41.621,4962
2010-11,47,Valladolid,-4.847,41.634,41404
2010-10,24,León,-5.841,42.62,36897
2010-10,34,Palencia,-4.535,42.37,11773
2010-10,09,Burgos,-3.586,42.367,24943
2010-10,40,Segovia,-4.055,41.171,8981
2010-10,49,Zamora,-5.979,41.727,14571
2010-10,07,Castilla León,-4.397,41.835,186752
2010-10,05,Ávila,-4.946,40.571,13998
2010-10,37,Salamanca,-6.066,40.805,29513
2010-10,42,Soria,-2.589,41.621,4833
2010-10,47,Valladolid,-4.847,41.634,41243
2010-9,24,León,-5.841,42.62,35537
2010-9,05,Ávila,-4.946,40.571,13999
2010-9,09,Burgos,-3.586,42.367,24695
2010-9,34,Palencia,-4.535,42.37,11669
2010-9,37,Salamanca,-6.066,40.805,29043
2010-9,40,Segovia,-4.055,41.171,8919
2010-9,47,Valladolid,-4.847,41.634,40777
2010-9,07,Castilla León,-4.397,41.835,183219
2010-9,42,Soria,-2.589,41.621,4742
2010-9,49,Zamora,-5.979,41.727,13838
2010-8,09,Burgos,-3.586,42.367,24001
2010-8,24,León,-5.841,42.62,35017
2010-8,34,Palencia,-4.535,42.37,11218
2010-8,37,Salamanca,-6.066,40.805,28181
2010-8,42,Soria,-2.589,41.621,4528
2010-8,49,Zamora,-5.979,41.727,13807
2010-8,05,Ávila,-4.946,40.571,13710
2010-8,40,Segovia,-4.055,41.171,9006
